time,open,high,low,close,Volume
1592314200,192.89,195.58,191.46,193.57,42556656
1592400600,195.03,196.32,193.69,194.24,25687822
1592487000,194,196.49,194,196.32,23061648
1592573400,198.59,199.29,194.37,195.15,44441141
1592832600,195.79,200.76,195.2301,200.57,32818929
1592919000,202.09,203.95,201.425,201.91,30917447
1593005400,201.6043,203.25,196.56,197.84,36740647
1593091800,197.8,200.61,195.4675,200.34,27803933
1593178200,199.73,199.89,194.88,196.33,54675780
1593437400,195.78,198.53,193.55,198.44,26701586
1593523800,197.8816,204.4,197.74,203.51,34310283
1593610200,203.14,206.35,201.77,204.7,32061206
1593696600,205.68,208.02,205,206.26,29315762
1594042200,208.8335,211.13,208.09,210.7,31897629
1594128600,210.45,214.67,207.99,208.25,33600732
1594215000,210.07,213.26,208.69,212.83,33600025
1594301400,216.33,216.38,211.47,214.32,33121681
1594387800,213.62,214.08,211.08,213.67,26177633
1594647000,214.48,215.8,206.5,207.07,38135606
1594733400,206.13,208.85,202.03,208.35,37591820
1594819800,209.56,211.33,205.03,208.04,32179409
1594906200,205.4,205.7,202.31,203.92,29940653
1594992600,204.47,205.04,201.39,202.88,31635281
1595251800,205,212.3,203.01,211.6,36884836
1595338200,213.66,213.94,208.03,208.75,38105777
1595424600,209.2,212.3,208.39,211.75,49605692
1595511000,207.19,210.92,202.15,202.54,67457035
1595597400,200.42,202.86,197.51,201.3,39826989
1595856600,201.47,203.97,200.86,203.85,30160867
1595943000,203.61,204.7,201.74,202.02,23251388
1596029400,202.5,204.65,202.01,204.06,19632602
1596115800,201,204.46,199.57,203.9,25079596
1596202200,204.4,205.1,199.01,205.01,51247969
1596461400,211.52,217.64,210.44,216.54,78983009
1596547800,214.17,214.77,210.31,213.29,49280056
1596634200,214.9,215,211.57,212.94,28858621
1596720600,212.34,216.3705,211.55,216.35,32656843
1596807000,214.85,215.7,210.93,212.48,27820421
1597066200,211.67,211.88,206.35,208.25,36716462
1597152600,207.155,207.65,203.14,203.38,36446459
1597239000,205.29,210.28,204.75,209.19,28041364
1597325400,209.44,211.35,208.15,208.7,22588870
1597411800,208.76,209.59,207.51,208.9,17958936
1597671000,209.6,211.1874,208.915,210.28,20184757
1597757400,210.53,212.36,209.21,211.49,21336167
1597843800,211.49,212.1,209.25,209.7,27627561
1597930200,209.54,215,208.91,214.58,26981478
1598016600,213.86,216.25,212.85,213.02,36249319
1598275800,214.79,215.52,212.43,213.69,25460147
1598362200,213.1,216.61,213.1,216.47,23043696
1598448600,217.88,222.09,217.36,221.15,39600828
1598535000,222.89,231.15,219.4,226.58,57602195
1598621400,228.18,230.644,226.58,228.91,26292896
1598880600,227,228.7,224.31,225.53,28774156
1598967000,225.51,227.45,224.43,227.27,25791235
1599053400,227.97,232.86,227.35,231.65,34080839
1599139800,229.27,229.31,214.9602,217.3,58400288
1599226200,215.1,218.3599,205.19,214.25,59664072
1599571800,206.5,210.03,202.2,202.66,52924330
1599658200,207.6,214.8399,206.7,211.29,45678986
1599744600,213.4,214.74,204.11,205.37,35461514
1599831000,207.2,208.63,201.24,204.03,33620073
1600090200,204.24,209.2,204.03,205.41,30375768
1600176600,208.42,209.78,206.93,208.78,21823942
1600263000,210.62,210.65,204.64,205.05,26372464
1600349400,200.05,204.33,199.96,202.91,34011257
1600435800,202.8,203.65,196.25,200.39,55225326
1600695000,197.19,202.71,196.38,202.54,39839657
1600781400,205.06,208.1,202.075,207.42,33517065
1600867800,207.9,208.1,200.03,200.59,30803780
1600954200,199.85,205.57,199.2,203.19,31202493
1601040600,203.55,209.04,202.54,207.82,29437312
1601299800,210.88,212.57,208.06,209.44,32004936
1601386200,209.35,210.07,206.81,207.26,24464472
1601472600,207.73,211.98,206.54,210.33,33829088
1601559000,213.49,213.99,211.32,212.46,27158418
1601645400,208,210.99,205.54,206.19,33154781
1601904600,207.22,210.41,206.98,210.38,21331561
1601991000,208.82,210.18,204.82,205.91,28554261
1602077400,207.06,210.11,206.72,209.83,25681054
1602163800,210.51,211.19,208.32,210.58,19925837
1602250200,211.23,215.86,211.23,215.81,26458047
1602509400,218.79,223.86,216.81,221.4,40461368
1602595800,222.72,225.21,220.43,222.86,28950843
1602682200,223,224.22,219.13,220.86,23451713
1602768600,217.1,220.36,216.01,219.66,22733064
1602855000,220.15,222.29,219.32,219.66,26057882
1603114200,220.415,222.3,213.72,214.22,27625841
1603200600,215.8,217.37,213.0901,214.65,22753511
1603287000,213.12,216.92,213.12,214.8,22724906
1603373400,213.93,216.055,211.7,214.89,22351450
1603459800,215.03,216.28,213.16,216.23,18879608
1603719000,213.85,216.3399,208.1,210.08,37111561
1603805400,211.59,214.67,210.329,213.25,36700325
1603891800,207.67,208.84,202.1,202.68,51195593
1603978200,204.07,207.36,203.37,204.72,31432563
1604064600,203.5,204.29,199.62,202.47,36980111
1604327400,204.29,205.28,200.12,202.33,30842163
1604413800,203.89,208.12,203.12,206.43,27512030
1604500200,214.02,218.32,212.4185,216.39,42311777
1604586600,222.04,224.12,221.15,223.29,36080137
1604673000,222.26,224.36,218.03,223.72,25231895
1604932200,224.435,228.12,217.88,218.39,44394950
1605018600,214.5,216.5,209.72,211.01,44045120
1605105000,212.39,218.04,212.2,216.55,29440788
1605191400,217.21,219.11,214.46,215.44,21616115
1605277800,216.36,217.42,214.16,216.51,18630307
1605537000,214.87,217.74,214.52,217.23,24953344
1605623400,216.1,217.68,214.08,214.46,24154112
1605709800,213.65,215.17,210.93,211.08,28372789
1605796200,211.38,213.03,209.93,212.42,24792746
1605882600,212.2,213.285,210,210.39,22843119
1606141800,210.95,212.29,208.16,210.11,25683507
1606228200,209.59,214.25,208.86,213.86,33979731
1606314600,215.11,215.29,212.46,213.87,21012887
1606487400,214.85,216.27,214.04,215.23,14512213
1606746600,214.1,214.76,210.835,214.07,33064753
1606833000,214.51,217.32,213.35,216.21,30931318
1606919400,214.88,215.47,212.8,215.37,23724509
1607005800,214.61,216.3757,213.65,214.24,25120922
1607092200,214.22,215.38,213.18,214.36,24666039
1607351400,214.37,215.54,212.99,214.29,24619997
1607437800,213.97,216.95,212.89,216.01,23284094
1607524200,215.16,215.225,211.214,211.8,32440603
1607610600,211.77,213.08,210.36,210.52,26467017
1607697000,210.05,213.32,209.11,213.26,30979440
1607956200,213.1,216.21,212.88,214.2,28798379
1608042600,215.165,215.42,212.24,214.13,27018106
1608129000,214.75,220.11,214.72,219.28,35023253
1608215400,219.87,220.89,217.92,219.42,32515784
1608301800,218.59,219.69,216.02,218.59,63354922
1608561000,217.55,224,217.2801,222.59,37181886
1608647400,222.69,225.63,221.85,223.94,22643397
1608733800,223.11,223.5589,220.8,221.02,18699638
1608820200,221.42,223.61,221.2,222.75,10550572
1609165800,224.45,226.03,223.02,224.96,17933496
1609252200,226.31,227.18,223.58,224.15,17403213
1609338600,225.23,225.63,221.47,221.68,20272337
1609425000,221.7,223,219.68,222.42,20942132
1609770600,222.53,223,214.81,217.69,37130139
1609857000,217.26,218.52,215.7,217.9,23822953
1609943400,212.17,216.4899,211.94,212.25,35930653
1610029800,214.04,219.34,213.71,218.29,27694480
1610116200,218.68,220.58,217.0261,219.62,22956206
1610375400,218.47,218.91,216.73,217.49,23047029
1610461800,216.5,217.1,213.3202,214.93,23249336
1610548200,214.02,216.76,213.9266,216.34,20087080
1610634600,215.91,217.46,212.74,213.02,29346737
1610721000,213.52,214.51,212.03,212.65,31746512
1611066600,213.75,216.98,212.63,216.44,30480859
1611153000,217.7,225.79,217.2908,224.34,37777260
1611239400,224.7,226.3,222.42,224.97,30749553
1611325800,227.08,230.07,225.8,225.95,30172663
1611585000,229.12,229.78,224.22,229.53,33152095
1611671400,231.86,234.18,230.08,232.33,49169601
1611757800,238,240.44,230.14,232.9,69870638
1611844200,235.61,242.64,235.09,238.93,49111159
1611930600,235.99,238.02,231.35,231.96,42503138
1612189800,235.06,242.5,232.43,239.65,33314193
1612276200,241.3,242.31,238.69,239.51,25916337
1612362600,239.57,245.09,239.26,243,27158104
1612449000,242.66,243.2399,240.37,242.01,25296100
1612535400,242.23,243.28,240.42,242.2,18054752
1612794600,243.15,243.68,240.81,242.47,22211929
1612881000,241.87,244.76,241.38,243.77,23564953
1612967400,245,245.92,240.89,242.82,22186706
1613053800,244.78,245.15,242.15,244.49,15751059
1613140200,243.9332,245.3,242.73,244.99,16561079
1613485800,245.03,246.13,242.92,243.7,26728487
1613572200,241.32,244.31,240.94,244.2,21673109
1613658600,241.8,243.93,240.86,243.79,16925563
1613745000,243.75,243.86,240.18,240.97,25262600
1614004200,237.42,237.93,232.4,234.51,36446936
1614090600,230.325,234.83,228.73,233.27,30228704
1614177000,230.01,235.2,229,234.55,26339746
1614263400,232.08,234.5852,227.88,228.99,39542235
1614349800,231.525,235.37,229.54,232.38,37819227
1614609000,235.9,237.47,233.15,236.94,25332837
1614695400,237.01,237.3,233.45,233.87,22812459
1614781800,232.155,233.5799,227.26,227.56,34029526
1614868200,226.735,232.49,224.26,226.73,44727785
1614954600,229.5165,233.27,226.46,231.6,41872770
1615213800,231.37,233.365,227.13,227.39,35267440
1615300200,232.88,235.3839,231.67,233.78,33080531
1615386600,237,237,232.04,232.42,29746812
1615473000,234.96,239.17,234.31,237.13,29907586
1615559400,234.01,235.82,233.23,235.75,22653662
1615815000,234.96,235.185,231.81,234.81,26042669
1615901400,236.28,240.055,235.94,237.71,28092196
1615987800,236.15,238.55,233.23,237.04,29562100
1616074200,232.56,234.19,230.33,230.72,34852251
1616160600,231.02,232.474,229.3496,230.35,46430730
1616419800,230.27,236.9,230.14,235.99,30127005
1616506200,237.485,241.05,237.07,237.58,31638376
1616592600,237.845,238,235.32,235.46,25620127
1616679000,235.3,236.94,231.57,232.34,34061853
1616765400,231.55,236.71,231.55,236.48,25479853
1617024600,236.59,236.8,231.88,235.24,25227455
1617111000,233.525,233.85,231.1,231.85,24792012
1617197400,232.91,239.1,232.39,235.77,43623471
1617283800,238.47,242.84,238.0501,242.35,30337982
1617629400,242.76,249.96,242.7,249.07,36910609
1617715800,247.61,249.4,246.88,247.86,22931923
1617802200,247.81,250.93,247.19,249.9,22719835
1617888600,252.77,254.139,252,253.25,23625197
1617975000,252.87,255.99,252.44,255.85,24326833
1618234200,254.71,257.67,254.62,255.91,27148668
1618320600,257.2573,259.19,256.83,258.49,23837469
1618407000,257.475,258.83,255.16,255.59,23070938
1618493400,257.931,259.93,257.73,259.5,25627481
1618579800,259.47,261,257.6014,260.74,24878582
1618839000,260.19,261.48,257.821,258.74,23209260
1618925400,257.82,260.2,256.84,258.26,19722875
1619011800,258.94,260.68,257.25,260.58,24030383
1619098200,260.21,261.78,255.64,257.17,25606152
1619184600,257.88,261.51,257.27,261.15,21499286
1619443800,261.66,262.435,260.17,261.55,19763346
1619530200,261.585,263.19,260.12,261.97,31014213
1619616600,256.078,256.5399,252.95,254.56,46903119
1619703000,255.46,256.1,249,252.51,40589023
1619789400,249.74,253.08,249.6,252.18,30945098
1620048600,253.4,254.35,251.12,251.86,19626568
1620135000,250.97,251.21,245.76,247.79,32756052
1620221400,249.06,249.5,245.82,246.47,21901325
1620307800,246.45,249.86,244.69,249.73,26491085
1620394200,252.15,254.3,251.17,252.46,27032912
1620653400,250.87,251.73,247.12,247.18,29299890
1620739800,244.55,246.6,242.57,246.23,33641589
1620826200,242.165,244.38,238.07,239,36684370
1620912600,241.8,245.6,241.42,243.03,29624298
1620999000,245.575,249.18,245.49,248.15,23901081
1621258200,246.55,246.59,243.52,245.18,24970168
1621344600,246.27,246.41,242.9,243.08,20167975
1621431000,239.31,243.23,238.6,243.12,25739807
1621517400,243.96,247.95,243.86,246.48,21800716
1621603800,247.565,248.33,244.74,245.17,21863058
1621863000,247.785,251.16,247.51,250.78,21411547
1621949400,251.769,252.75,250.82,251.72,17704303
1622035800,251.43,252.94,250.75,251.49,17771600
1622122200,251.17,251.48,249.25,249.31,24426244
1622208600,250.995,252.08,249.56,249.68,18274942
1622554200,251.23,251.29,246.96,247.4,23213310
1622640600,248.125,249.27,245.84,247.3,19406705
1622727000,245.22,246.34,243,245.71,25307711
1622813400,247.76,251.65,247.51,250.79,25281094
1623072600,249.98,254.09,249.81,253.81,23079167
1623159000,255.16,256.01,252.51,252.57,22454998
1623245400,253.81,255.53,253.21,253.59,17937634
1623331800,254.29,257.46,253.67,257.24,24563619
1623418200,257.985,258.4868,256.61,257.89,18999731
1623677400,257.9,259.95,256.8,259.89,19150507
1623763800,259.775,259.99,257.68,258.36,18038931
1623850200,259.4,260.58,254.42,257.38,27219956
1623936600,256.065,261.75,256.01,260.9,27565537
1624023000,259.63,262.3,258.75,259.43,37202217
1624282200,259.82,263.52,257.92,262.63,26696119
1624368600,262.72,265.79,262.4,265.51,24694090
1624455000,265.99,266.83,264.43,265.275,19518681
1624541400,266.16,267.85,265.47,266.69,21446867
1624627800,266.23,267.25,264.76,265.02,25611113
1624887000,266.185,268.9,265.91,268.72,19590024
1624973400,268.865,271.65,267.98,271.4,19937811
1625059800,270.69,271.3598,269.6043,270.9,21656457
1625146200,269.61,271.84,269.6,271.6,16725323
1625232600,272.82,278,272.5,277.65,26474408
1625578200,278.03,279.3698,274.3,277.66,31565560
1625664600,279.4,280.6945,277.15,279.93,23260031
1625751000,276.9,278.73,274.87,277.42,24618591
1625837400,275.72,278.05,275.32,277.94,23916665
1626096600,279.157,279.77,276.58,277.32,18931695
1626183000,277.52,282.8477,277.39,280.98,26120128
1626269400,282.345,283.66,280.55,282.51,23113662
1626355800,282,282.51,279.83,281.03,22604227
1626442200,282.07,284.1,279.46,280.75,26186848
1626701400,278.9335,280.37,274.45,277.01,32935634
1626787800,278.03,280.97,276.26,279.32,26259741
1626874200,278.905,281.52,277.29,281.4,24364320
1626960600,283.84,286.42,283.42,286.14,23384059
1627047000,287.37,289.99,286.5,289.67,22768071
1627306200,289,289.69,286.642,289.05,23176073
1627392600,289.43,289.575,282.95,286.54,33604073
1627479000,288.99,290.15,283.8303,286.22,33566853
1627565400,286.235,288.618,286.08,286.5,18168294
1627651800,285.17,286.66,283.91,284.91,20944846
1627911000,286.36,286.775,283.74,284.82,16267357
1627997400,285.42,287.23,284,287.12,17879048
1628083800,286.22,287.5883,284.65,286.51,16191301
1628170200,286.88,289.63,286.1,289.52,13900167
1628256600,288.505,289.5,287.6238,289.46,16589336
1628515800,289.75,291.55,287.81,288.33,16117629
1628602200,288.8,289.25,285.2,286.44,18616578
1628688600,287.21,288.66,285.86,286.95,13955934
1628775000,286.63,289.97,286.34,289.81,14570391
1628861400,289.48,292.9,289.3,292.85,18249046
1629120600,293.19,294.82,290.02,294.6,22516027
1629207000,292.39,293.43,291.08,293.08,20075250
1629293400,292.04,294.82,290.27,290.73,21812985
1629379800,288.6935,297.47,288.64,296.77,29850461
1629466200,299.72,305.84,298.06,304.36,40817646
1629725400,303.245,305.4,301.85,304.65,22830157
1629811800,305.02,305.65,302.0035,302.62,18175774
1629898200,304.3,304.59,300.42,302.01,20006057
1629984600,300.99,302.429,298.95,299.09,17666084
1630071000,298.987,300.87,296.83,299.72,22605726
1630330200,301.115,304.22,301.06,303.59,16348072
1630416600,304.42,304.5,301.5,301.88,26285338
1630503000,302.865,305.19,301.49,301.83,18983826
1630589400,302.2,303.3602,300.18,301.15,16290545
1630675800,300.99,302.6,300.26,301.14,14751610
1631021400,301.005,301.09,298.2,300.18,17184083
1631107800,299.78,300.61,297.4651,300.21,15046819
1631194200,300.82,302.14,297,297.25,19927000
1631280600,298.415,299.92,295.38,295.71,19633363
1631539800,297.55,298.54,294.08,296.99,23652949
1631626200,299.56,301.39,298.1,299.79,21853433
1631712600,303.26,305.32,301.82,304.82,28356304
1631799000,303.76,305.31,300.76,305.22,19550815
1631885400,304.17,304.5,299.53,299.87,41372457
1632144600,296.33,298.72,289.52,294.3,38278661
1632231000,295.69,297.54,294.07,294.8,22364103
1632317400,296.725,300.22,294.51,298.58,26626342
1632403800,298.845,300.9,297.5339,299.56,18604601
1632490200,298.23,299.8,296.93,299.35,14998978
1632749400,296.14,296.47,292.9449,294.17,23571742
1632835800,289.795,290.78,282.75,283.52,43186237
1632922200,285.1,286.77,283.01,284,26353696
1633008600,285.71,287.83,281.62,281.92,32343635
1633095000,282.1217,289.98,281.29,289.1,30086280
1633354200,287.4,287.75,280.25,283.11,31350747
1633440600,284.0464,290.398,284.0464,288.76,24993024
1633527000,285.78,293.63,285.5093,293.11,28002559
1633613400,295.175,296.64,293.92,294.85,20430471
1633699800,296.219,296.6409,293.76,294.85,17685700
1633959000,292.92,297.97,292.745,294.23,19298634
1634045400,295.34,295.44,292.35,292.88,17974143
1634131800,294.91,297.28,293.49,296.31,23424025
1634218200,299.21,303.27,297.83,302.75,27262902
1634304600,302.34,304.45,300.5191,304.21,25384803
1634563800,303.57,308.21,302.69,307.29,22729297
1634650200,308.348,309.3,307.22,308.23,17682139
1634736600,309.21,309.7,306.11,307.41,16537069
1634823000,307.1702,311.02,306.36,310.76,16918100
1634909400,310.4,311.09,307.8,309.16,17449332
1635168600,309.36,309.4,306.46,308.13,17554469
1635255000,311,312.395,308.5967,310.11,28107349
1635341400,316,326.0973,316,323.17,52588690
1635427800,324.325,324.87,321.3601,324.35,26297943
1635514200,324.13,332,323.9,331.62,34765982
1635773400,331.355,331.49,326.37,329.37,27073182
1635859800,330.31,333.45,330,333.13,26487109
1635946200,333.9,334.9,330.65,334,21500082
1636032600,332.89,336.54,329.51,336.44,23992202
1636119000,338.51,338.79,334.4217,336.06,22570098
1636381800,337.3,337.65,334.44,336.99,20897001
1636468200,337.1071,338.72,334.53,335.95,21307370
1636554600,334.57,334.6303,329.92,330.8,25500938
1636641000,331.25,333.7746,330.51,332.43,16849844
1636727400,333.92,337.23,333.79,336.72,23831049
1636986600,337.54,337.88,334.034,336.07,16723009
1637073000,335.68,340.67,335.51,339.51,20886832
1637159400,338.94,342.19,338,339.12,19053380
1637245800,338.18,342.45,337.12,341.27,22463533
1637332200,342.64,345.1,342.2,343.11,21963403
1637591400,344.62,349.67,339.55,339.83,31031113
1637677800,337.05,339.45,333.56,337.68,30427563
1637764200,336.28,338.16,333.911,337.91,21661307
1637937000,334.35,337.93,328.12,329.68,24217242
1638196200,334.94,339.03,334.74,336.63,28563481
1638282600,335.32,337.78,328.99,330.59,42885609
1638369000,335.13,339.28,329.39,330.08,33401146
1638455400,330.3,333.49,327.8028,329.49,30765980
1638541800,331.99,332.7,318.03,323.01,41779279
1638801000,323.95,327.45,319.23,326.19,30032556
1638887400,331.64,335.8,330.1,334.92,31021936
1638973800,335.31,335.5,330.8,334.97,24760988
1639060200,334.41,336.489,332.12,333.1,22214158
1639146600,334.98,343,334.79,342.54,38095694
1639405800,340.68,343.79,339.08,339.4,28899431
1639492200,333.22,334.64,324.11,328.34,44438699
1639578600,328.61,335.19,324.5,334.65,35381122
1639665000,335.71,336.76,323.02,324.9,35034831
1639751400,320.88,324.92,317.25,323.8,47983713
1640010600,320.05,322.8,317.57,319.91,28326532
1640097000,323.29,327.73,319.8,327.29,24740597
1640183400,328.3,333.605,325.75,333.2,24831493
1640269800,332.75,336.39,332.73,334.69,19617848
1640615400,335.46,342.48,335.43,342.45,19947029
1640701800,343.15,343.81,340.32,341.25,15661467
1640788200,341.3,344.3,339.68,341.95,15041956
1640874600,341.91,343.13,338.82,339.32,15994471
1640961000,338.51,339.355,335.85,336.32,18000797
1641220200,335.35,338,329.78,334.75,28918013
1641306600,334.83,335.2,326.12,329.01,32674306
1641393000,325.86,326.07,315.98,316.38,40054327
1641479400,313.15,318.7,311.49,313.88,39646148
1641565800,314.15,316.5,310.09,314.04,32720018
1641825000,309.485,314.72,304.69,314.27,44289467
1641911400,313.38,316.61,309.89,314.98,29386774
1641997800,319.67,323.41,317.08,318.27,34372217
1642084200,320.4658,320.88,304,304.8,45365979
1642170600,304.25,310.82,303.75,310.2,39846414
1642516200,304.07,309.8,301.74,302.65,42434112
1642602600,306.29,313.9093,302.7,303.33,45933855
1642689000,309.07,311.6494,301.14,301.6,35380675
1642775400,302.685,304.11,295.61,296.03,57984403
1643034600,292.2,297.11,276.05,296.37,86035393
1643121000,291.52,294.99,285.17,288.49,72848638
1643207400,307.985,308.5,293.03,296.71,90428853
1643293800,302.66,307.3,297.93,299.84,53481317
1643380200,300.23,308.48,294.45,308.26,49743698
1643639400,308.95,312.38,306.37,310.98,46444536
1643725800,310.41,310.63,305.1293,308.76,40950396
1643812200,309.63,315.12,308.88,313.46,36635989
1643898600,309.49,311.23,299.96,301.25,43729972
1643985000,300.21,308.8,299.97,305.94,35096488
1644244200,306.17,307.84,299.9,300.95,28533286
1644330600,301.25,305.561,299.95,304.56,32421188
1644417000,309.865,311.93,307.39,311.21,31284671
1644503400,304.04,309.12,300.7,302.38,45386199
1644589800,303.19,304.29,294.22,295.04,39175620
1644849000,293.77,296.76,291.35,295,36359487
1644935400,300.008,300.8,297.02,300.47,27379488
1645021800,298.365,300.87,293.68,299.5,29982121
1645108200,296.36,296.8,290,290.73,32461580
1645194600,293.05,293.86,286.305,287.93,34264008
1645540200,285,291.54,284.5,287.72,41736117
1645626600,290.18,291.7,280.1,280.27,37811167
1645713000,272.51,295.16,271.52,294.59,56989686
1645799400,295.14,297.63,291.655,297.31,32546721
1646058600,294.31,299.14,293,298.79,34627457
1646145000,296.4,299.97,292.15,294.95,31217778
1646231400,295.36,301.47,293.698,300.19,31873007
1646317800,302.89,303.13,294.05,295.92,27314469
1646404200,294.29,295.66,287.165,289.86,32369655
1646663400,288.53,289.69,278.53,278.91,43157178
1646749800,277.8,283.96,270,275.85,48159475
1646836200,283.44,289.6,280.78,288.5,35204480
1646922600,283.02,286.6,280.58,285.59,30628012
1647009000,287.96,289.51,279.43,280.07,27209330
1647264600,280.34,285.3992,275.82,276.44,30660747
1647351000,280.35,287.82,278.725,287.15,34245085
1647437400,289.11,294.57,283.2,294.39,37826329
1647523800,293.29,295.61,289.37,295.22,30816633
1647610200,295.37,301,292.73,300.43,43390625
1647869400,298.89,300.14,294.9,299.16,28351245
1647955800,299.8,305,298.77,304.06,27599689
1648042200,300.51,303.23,297.7201,299.49,25715377
1648128600,299.14,304.2,298.315,304.1,24484456
1648215000,305.23,305.5,299.2855,303.68,22566453
1648474200,304.33,310.8,304.33,310.7,29578188
1648560600,313.91,315.82,309.05,315.41,30393403
1648647000,313.76,315.95,311.58,313.86,28163555
1648733400,313.9,315.14,307.89,308.31,33422070
1648819800,309.37,310.13,305.54,309.42,27110529
1649079000,310.09,315.11,309.71,314.97,24335868
1649165400,313.27,314.865,309.87,310.88,23156719
1649251800,305.19,307,296.71,299.5,40110372
1649338200,296.66,303.65,296.35,301.37,31411155
1649424600,300.44,301.12,296.28,296.97,24361917
1649683800,291.79,292.61,285,285.26,34569264
1649770200,289.235,290.739,280.49,282.06,30966721
1649856600,282.73,288.58,281.3,287.62,21907176
1649943000,288.09,288.305,279.32,279.83,28221607
1650288600,278.91,282.46,278.34,280.52,20778000
1650375000,279.38,286.17,278.41,285.3,22297720
1650461400,289.4,289.7,285.3702,286.36,22906667
1650547800,288.58,293.3,280.06,280.81,29454587
1650634200,281.68,283.2,273.38,274.03,29405798
1650893400,273.29,281.11,270.77,280.72,35678852
1650979800,277.5,278.3599,270,270.22,46518445
1651066200,282.1,290.97,279.16,283.22,63477694
1651152600,285.185,290.98,281.4562,289.63,33646570
1651239000,288.61,289.88,276.5,277.52,37073923
1651498200,277.71,284.94,276.22,284.47,35151105
1651584600,283.96,284.13,280.15,281.78,25978605
1651671000,282.59,290.88,276.73,289.98,33599320
1651757400,285.54,286.35,274.34,277.35,43260386
1651843800,274.805,279.25,271.27,274.73,37780322
1652103000,270.06,272.36,263.32,264.58,47725952
1652189400,271.69,273.75,265.07,269.5,39336424
1652275800,265.68,271.36,259.3,260.55,48975898
1652362200,257.69,259.88,250.02,255.35,51033802
1652448600,257.35,263.04,255.35,261.12,34925093
1652707800,259.955,265.82,255.78,261.5,32550933
1652794200,266.11,268.33,262.46,266.82,28828799
1652880600,263,263.6,252.77,254.08,31355985
1652967000,253.9,257.67,251.88,253.14,32692286
1653053400,257.24,258.54,246.44,252.56,39199279
1653312600,255.49,261.5,253.43,260.65,33175379
1653399000,257.89,261.33,253.5,259.62,29043904
1653485400,258.14,264.58,257.125,262.52,28547947
1653571800,262.27,267.11,261.4294,265.9,25002105
1653658200,268.48,273.34,267.56,273.24,26910806
1654003800,272.53,274.77,268.93,271.87,37827695
1654090200,275.195,277.69,270.04,272.42,25292174
1654176600,264.45,274.65,261.6,274.58,44008209
1654263000,270.31,273.45,268.41,270.02,28058958
1654522200,272.06,274.18,267.22,268.75,22400342
1654608600,266.635,273.13,265.94,272.5,22860677
1654695000,271.71,273,269.61,270.41,17372341
1654781400,267.78,272.7081,264.63,264.79,26439728
1654867800,260.58,260.58,252.53,252.99,31445841
1655127000,245.11,249.0242,241.53,242.26,46135788
